name,time,formula,pos,sentences,terms,se1,se2,se3,str1,str2,str3
reut2-005.sgm-207.txt,21,binary,false,19,135,9,5,15,1.0,0.9428090415820626,0.9128709291752758,
reut2-005.sgm-234.txt,19,binary,false,14,99,9,1,11,1.0,0.9258200997725511,0.8451542547285167,
reut2-005.sgm-264.txt,22,binary,false,20,127,0,1,10,1.0,0.973328526784575,0.973328526784575,
reut2-005.sgm-457.txt,19,binary,false,16,108,8,6,7,1.0,0.8660254037844377,0.8062257748298544,
reut2-005.sgm-553.txt,22,binary,false,16,84,12,11,0,1.0,0.9636241116594317,0.9258200997725526,
reut2-005.sgm-770.txt,24,binary,false,15,97,3,4,0,1.0,0.8944271909999162,0.8062257748298546,
reut2-005.sgm-792.txt,21,binary,false,12,82,9,2,1,1.0,0.9354143466934844,0.9354143466934841,
reut2-005.sgm-86.txt,22,binary,false,11,105,3,8,6,1.0,0.8320502943378439,0.784464540552737,
reut2-005.sgm-863.txt,20,binary,false,15,97,3,4,0,1.0,0.8944271909999162,0.8062257748298546,
reut2-005.sgm-942.txt,21,binary,false,12,93,8,0,3,1.0,1.0,0.9219544457292884,
reut2-005.sgm-943.txt,19,binary,false,16,84,1,0,10,1.0,0.9682458365518554,0.9354143466934876,
reut2-006.sgm-136.txt,19,binary,false,13,88,1,8,9,1.0,0.9718253158075508,0.9428090415820632,
reut2-006.sgm-214.txt,25,binary,false,13,107,9,0,8,1.0,0.9733285267845749,0.9733285267845742,
reut2-006.sgm-224.txt,24,binary,false,16,99,13,1,11,1.0,0.9999999999999998,0.9393364366277235,
reut2-006.sgm-362.txt,20,binary,false,13,80,7,11,6,1.0,0.9636241116594318,0.8451542547285175,
reut2-006.sgm-431.txt,18,binary,false,11,72,6,4,7,1.0,0.9660917830792956,0.9309493362512621,
reut2-006.sgm-580.txt,17,binary,false,12,74,5,9,1,1.0,0.9701425001453325,0.9074852129730301,
reut2-006.sgm-795.txt,24,binary,false,11,91,1,9,0,1.0,0.9354143466934834,0.901387818865997,
reut2-007.sgm-154.txt,23,binary,false,12,81,6,3,4,1.0,0.9428090415820642,0.9128709291752791,
reut2-007.sgm-174.txt,19,binary,false,20,68,10,4,14,1.0,0.8864052604279168,0.8451542547285148,
reut2-007.sgm-262.txt,23,binary,false,16,93,0,10,6,1.0,0.9718253158075492,0.9428090415820631,
reut2-007.sgm-36.txt,24,binary,false,17,76,7,6,3,1.0,0.9999999999999999,0.9574271077563373,
reut2-007.sgm-485.txt,25,binary,false,17,76,3,1,9,1.0,0.97182531580755,0.8164965809277258,
reut2-007.sgm-537.txt,23,binary,false,12,73,2,3,0,1.0,0.9999999999999999,0.966091783079296,
reut2-007.sgm-539.txt,23,binary,false,15,69,0,1,7,1.0,0.999999999999999,0.8451542547285165,
reut2-007.sgm-546.txt,29,binary,false,18,91,8,7,11,1.0,0.8498365855987968,0.8498365855987962,
reut2-007.sgm-594.txt,33,binary,false,13,82,11,0,3,1.0,0.9999999999999997,0.9636241116594311,
reut2-007.sgm-801.txt,35,binary,false,23,96,16,11,1,1.0,0.9999999999999994,0.9682458365518545,
reut2-007.sgm-971.txt,40,binary,false,14,83,1,0,3,1.0,0.9718253158075502,0.9428090415820649,
reut2-007.sgm-976.txt,32,binary,false,12,76,2,7,5,1.0,0.901387818865997,0.9013878188659968,
reut2-008.sgm-113.txt,31,binary,false,11,87,1,6,3,1.0,0.9999999999999998,0.968245836551854,
reut2-008.sgm-140.txt,17,binary,false,11,98,1,9,3,1.0,0.8528028654224429,0.7687061147858092,
reut2-008.sgm-389.txt,20,binary,false,12,87,10,4,0,1.0,0.9999999999999988,0.9682458365518549,
reut2-008.sgm-484.txt,23,binary,false,13,98,5,10,4,1.0,0.9258200997725524,0.9258200997725514,
reut2-008.sgm-515.txt,21,binary,false,11,72,9,2,3,1.0,0.96362411165943,0.925820099772551,
reut2-008.sgm-599.txt,23,binary,false,14,94,6,8,7,1.0,0.9636241116594327,0.9258200997725522,
reut2-008.sgm-614.txt,19,binary,false,15,68,13,2,3,1.0,0.9128709291752768,0.9128709291752765,
reut2-008.sgm-704.txt,23,binary,false,16,102,12,1,0,1.0,0.9293203772845843,0.9293203772845832,
reut2-008.sgm-705.txt,19,binary,false,13,43,5,8,11,1.0,0.8451542547285165,0.8017837257372732,
reut2-008.sgm-706.txt,19,binary,false,15,92,6,8,9,1.0,0.8744746321952075,0.840168050416807,
reut2-008.sgm-71.txt,18,binary,false,13,86,4,1,0,1.0,0.968245836551855,0.935414346693485,
reut2-008.sgm-814.txt,19,binary,false,13,113,1,3,8,1.0,0.9999999999999996,0.9718253158075504,
reut2-008.sgm-880.txt,19,binary,false,13,88,10,7,0,1.0,0.9718253158075504,0.849836585598798,
reut2-008.sgm-939.txt,18,binary,false,16,88,6,11,3,1.0,0.7745966692414834,0.774596669241483,
reut2-008.sgm-99.txt,20,binary,false,16,71,4,8,5,1.0,0.7608859102526817,0.6882472016116853,
reut2-009.sgm-207.txt,19,binary,false,13,87,8,0,6,1.0,0.9999999999999993,0.9354143466934844,
reut2-009.sgm-405.txt,20,binary,false,18,96,3,14,10,1.0,0.9746794344808979,0.7745966692414844,
reut2-009.sgm-463.txt,23,binary,false,12,84,6,3,9,1.0,0.912870929175277,0.8819171036881971,
reut2-009.sgm-534.txt,18,binary,false,11,93,0,4,1,1.0,0.9176629354822472,0.9176629354822464,
reut2-009.sgm-54.txt,19,binary,false,15,132,11,9,7,1.0,0.9770084209183924,0.9534625892455899,
reut2-009.sgm-582.txt,16,binary,false,12,90,2,1,3,1.0,0.9511897312113411,0.8451542547285157,
reut2-009.sgm-616.txt,19,binary,false,18,101,4,14,8,1.0,0.9660917830792966,0.8944271909999167,
reut2-009.sgm-671.txt,18,binary,false,11,83,3,5,0,1.0,0.9682458365518544,0.9354143466934849,
reut2-009.sgm-687.txt,17,binary,false,19,76,3,7,13,1.0,0.9258200997725494,0.8864052604279166,
reut2-009.sgm-700.txt,17,binary,false,13,96,1,5,11,1.0,0.836660026534076,0.8366600265340749,
reut2-009.sgm-703.txt,20,binary,false,16,78,0,4,2,1.0,0.8291561975888511,0.8291561975888508,
reut2-009.sgm-768.txt,24,binary,false,13,79,3,4,5,1.0,1.0,0.9999999999999998,
reut2-009.sgm-769.txt,22,binary,false,13,64,5,6,0,1.0,0.7947194142390266,0.7947194142390263,
reut2-009.sgm-781.txt,21,binary,false,18,112,5,15,11,1.0,0.9733285267845757,0.9176629354822481,
reut2-010.sgm-121.txt,18,binary,false,11,85,4,0,3,1.0,0.8885233166386379,0.8583950752789518,
reut2-010.sgm-132.txt,18,binary,false,15,98,9,7,2,1.0,0.8075728530872497,0.7801894976054955,
reut2-010.sgm-140.txt,17,binary,false,14,77,5,0,1,1.0,0.9746794344808967,0.9486832980505139,
reut2-010.sgm-29.txt,20,binary,false,16,80,1,12,4,1.0,0.8819171036881968,0.7817359599705717,
reut2-010.sgm-381.txt,19,binary,false,16,84,8,5,3,1.0,0.9701425001453325,0.8401680504168051,
reut2-010.sgm-444.txt,21,binary,false,19,108,2,8,13,1.0,0.9459053029269159,0.858395075278951,
reut2-010.sgm-511.txt,19,binary,false,12,76,7,9,2,1.0,0.9354143466934848,0.9013878188659975,
reut2-010.sgm-552.txt,25,binary,false,16,97,13,12,7,1.0,0.953462589245592,0.8528028654224411,
reut2-010.sgm-606.txt,21,binary,false,13,97,0,6,1,1.0,0.9393364366277256,0.9074852129730308,
reut2-010.sgm-620.txt,19,binary,false,13,111,2,3,1,1.0,0.929320377284585,0.9045340337332911,
reut2-010.sgm-629.txt,26,binary,false,14,120,6,7,3,1.0,0.9088932591463856,0.8846517369293827,
reut2-010.sgm-631.txt,26,binary,false,11,75,6,5,3,1.0,0.9354143466934851,0.8660254037844393,
reut2-010.sgm-796.txt,19,binary,false,14,120,6,7,3,1.0,0.9088932591463856,0.8846517369293827,
reut2-010.sgm-81.txt,21,binary,false,13,93,6,3,5,1.0,0.9770084209183936,0.8257228238447698,
reut2-010.sgm-862.txt,27,binary,false,18,133,6,15,13,1.0,1.0,0.8790490729915339,
reut2-010.sgm-915.txt,18,binary,false,15,73,1,11,5,1.0,0.9999999999999989,0.912870929175275,
reut2-010.sgm-978.txt,17,binary,false,12,68,5,8,6,1.0,0.9999999999999999,0.9660917830792959,
reut2-010.sgm-999.txt,20,binary,false,18,143,5,2,13,1.0,0.9733285267845765,0.973328526784575,
reut2-011.sgm-117.txt,19,binary,false,15,112,0,1,13,1.0,0.9128709291752772,0.8660254037844364,
reut2-011.sgm-134.txt,17,binary,false,13,109,5,11,9,1.0,0.8846517369293831,0.8846517369293829,
reut2-011.sgm-143.txt,23,binary,false,15,108,12,13,11,1.0,0.9258200997725522,0.8997354108424379,
reut2-011.sgm-326.txt,16,binary,false,11,125,2,1,8,1.0,0.9999999999999996,0.9999999999999996,
reut2-011.sgm-458.txt,20,binary,false,12,96,7,0,5,1.0,0.8583950752789522,0.8583950752789515,
reut2-011.sgm-638.txt,16,binary,false,11,80,0,7,6,1.0,0.9701425001453317,0.9393364366277245,
reut2-011.sgm-671.txt,19,binary,false,19,87,12,9,5,1.0,0.8770580193070291,0.877058019307029,
reut2-011.sgm-81.txt,19,binary,false,19,89,1,7,6,1.0,0.9459053029269178,0.8885233166386391,
reut2-011.sgm-830.txt,16,binary,false,13,91,0,11,4,1.0,0.9428090415820629,0.881917103688197,
reut2-011.sgm-949.txt,20,binary,false,17,85,10,0,13,1.0,0.9718253158075489,0.7817359599705714,
reut2-011.sgm-955.txt,16,binary,false,16,98,14,8,2,1.0,0.9258200997725489,0.8451542547285151,
reut2-012.sgm-155.txt,20,binary,false,15,107,4,13,11,1.0,0.9999999999999998,0.9733285267845755,
reut2-012.sgm-448.txt,19,binary,false,17,70,12,7,6,1.0,0.9128709291752772,0.8498365855987983,
reut2-012.sgm-476.txt,22,binary,false,11,70,5,8,6,1.0,0.9701425001453317,0.9393364366277246,
reut2-012.sgm-551.txt,22,binary,false,13,120,1,0,8,1.0,0.8997354108424388,0.8997354108424386,
reut2-012.sgm-601.txt,19,binary,false,31,138,17,9,24,1.0,0.9999999999999982,0.8744746321952019,
reut2-012.sgm-633.txt,23,binary,false,16,107,7,3,6,1.0,0.9999999999999991,0.9701425001453315,
reut2-012.sgm-638.txt,23,binary,false,17,93,0,3,1,1.0,0.8271701918685116,0.7947194142390261,
reut2-012.sgm-669.txt,20,binary,false,14,68,4,8,12,1.0,0.9354143466934857,0.8291561975888497,
reut2-012.sgm-779.txt,21,binary,false,18,79,1,4,7,1.0,0.9999999999999999,0.8770580193070284,
reut2-012.sgm-798.txt,24,binary,false,16,97,9,0,5,1.0,0.948683298050513,0.8660254037844379,
reut2-012.sgm-827.txt,16,binary,false,12,97,3,8,9,1.0,0.8451542547285162,0.8164965809277254,
reut2-012.sgm-848.txt,18,binary,false,18,98,1,15,9,1.0,0.9682458365518561,0.9682458365518546,
reut2-012.sgm-988.txt,23,binary,false,13,85,0,9,7,1.0,0.9999999999999996,0.9682458365518551,
reut2-013.sgm-122.txt,18,binary,false,17,98,14,8,11,1.0,0.8164965809277263,0.7867957924694426,
reut2-013.sgm-264.txt,17,binary,false,16,82,13,8,9,1.0,0.8744746321952038,0.874474632195203,
reut2-013.sgm-279.txt,16,binary,false,14,81,0,5,3,1.0,0.881917103688198,0.8819171036881973,
reut2-013.sgm-615.txt,20,binary,false,18,80,5,0,3,1.0,0.9074852129730321,0.804399666539844,
reut2-013.sgm-945.txt,19,binary,false,11,81,0,1,8,1.0,0.8819171036881956,0.8819171036881954,
reut2-014.sgm-312.txt,19,binary,false,12,82,4,2,10,1.0,0.8304547985374019,0.7656414934887763,
reut2-014.sgm-756.txt,17,binary,false,13,107,1,10,6,1.0,0.9534625892455921,0.8790490729915323,
reut2-014.sgm-808.txt,20,binary,false,16,129,6,4,14,1.0,0.8728715609439694,0.8728715609439689,
reut2-014.sgm-877.txt,19,binary,false,17,92,1,9,10,1.0,0.9999999999999996,0.9660917830792949,
reut2-015.sgm-13.txt,16,binary,false,14,102,0,8,10,1.0,0.8583950752789515,0.8583950752789513,
reut2-015.sgm-262.txt,17,binary,false,13,86,11,5,9,1.0,0.9999999999999983,0.9999999999999977,
reut2-015.sgm-263.txt,16,binary,false,13,75,0,9,7,1.0,0.9128709291752765,0.8498365855987975,
reut2-015.sgm-348.txt,15,binary,false,13,71,9,0,2,1.0,0.9258200997725514,0.9258200997725508,
reut2-015.sgm-538.txt,17,binary,false,12,112,1,10,8,1.0,0.916515138991168,0.9165151389911678,
reut2-015.sgm-551.txt,22,binary,false,13,94,4,0,3,1.0,0.9682458365518549,0.9354143466934859,
reut2-015.sgm-812.txt,19,binary,false,15,78,4,0,9,1.0,0.9511897312113421,0.8164965809277251,
reut2-015.sgm-817.txt,16,binary,false,12,92,2,7,3,1.0,0.9219544457292891,0.8660254037844406,
reut2-016.sgm-131.txt,20,binary,false,20,92,0,17,6,1.0,0.8164965809277263,0.8164965809277255,
reut2-016.sgm-175.txt,17,binary,false,27,112,14,10,8,1.0,0.9393364366277255,0.8401680504168055,
reut2-016.sgm-182.txt,18,binary,false,20,92,0,17,6,1.0,0.8164965809277263,0.8164965809277255,
reut2-016.sgm-277.txt,17,binary,false,12,81,5,3,0,1.0,0.8944271909999154,0.8563488385776752,
reut2-016.sgm-331.txt,17,binary,false,17,97,0,1,14,1.0,0.9128709291752756,0.8819171036881961,
reut2-016.sgm-762.txt,27,binary,false,17,84,1,0,9,1.0,0.8885233166386385,0.8271701918685109,
reut2-016.sgm-786.txt,18,binary,false,16,93,0,10,1,1.0,0.9393364366277268,0.9074852129730328,
reut2-016.sgm-789.txt,19,binary,false,17,84,1,0,9,1.0,0.8885233166386385,0.8271701918685109,
reut2-016.sgm-851.txt,18,binary,false,18,92,13,8,0,1.0,0.9636241116594306,0.9636241116594304,
reut2-016.sgm-938.txt,20,binary,false,16,93,2,13,7,1.0,0.9074852129730301,0.9074852129730294,
reut2-016.sgm-969.txt,20,binary,false,16,87,12,7,13,1.0,0.9309493362512623,0.9309493362512623,
reut2-016.sgm-984.txt,20,binary,false,15,97,11,0,7,1.0,0.9999999999999999,0.9682458365518545,
reut2-016.sgm-997.txt,20,binary,false,19,97,16,8,9,1.0,0.858395075278951,0.8271701918685097,
reut2-017.sgm-118.txt,17,binary,false,15,126,13,2,6,1.0,0.8548504142651105,0.80860754006264,
reut2-017.sgm-175.txt,18,binary,false,17,97,0,14,11,1.0,0.8271701918685119,0.8271701918685109,
reut2-017.sgm-248.txt,19,binary,false,14,89,1,11,10,1.0,0.9682458365518549,0.9013878188659982,
reut2-017.sgm-271.txt,18,binary,false,14,89,1,11,10,1.0,0.9682458365518549,0.9013878188659982,
reut2-017.sgm-279.txt,17,binary,false,19,84,16,7,2,1.0,0.8271701918685103,0.7947194142390258,
reut2-017.sgm-3.txt,20,binary,false,13,104,2,6,7,1.0,0.9293203772845856,0.9045340337332902,
reut2-017.sgm-356.txt,21,binary,false,24,121,0,21,14,1.0,0.8075728530872492,0.7518094115561132,
reut2-017.sgm-924.txt,17,binary,false,13,93,4,3,0,1.0,0.9660917830792961,0.966091783079296,
reut2-018.sgm-420.txt,21,binary,false,21,105,1,0,3,1.0,0.932504808240314,0.8075728530872481,
reut2-018.sgm-427.txt,22,binary,false,15,109,2,3,1,1.0,0.9733285267845753,0.9459053029269172,
reut2-018.sgm-441.txt,19,binary,false,16,101,0,11,1,1.0,0.939336436627725,0.9074852129730311,
reut2-018.sgm-462.txt,24,binary,false,16,33,3,4,14,1.0,0.9534625892455939,0.9534625892455931,
reut2-018.sgm-478.txt,16,binary,false,18,68,14,16,4,1.0,0.9999999999999981,0.9128709291752765,
reut2-018.sgm-503.txt,21,binary,false,13,67,11,2,1,1.0,0.9607689228305232,0.9607689228305226,
reut2-018.sgm-7.txt,17,binary,false,16,44,11,0,10,1.0,0.9045340337332906,0.8528028654224411,
reut2-018.sgm-732.txt,24,binary,false,14,87,0,2,3,1.0,0.9746794344808961,0.8944271909999147,
reut2-018.sgm-872.txt,18,binary,false,16,78,1,0,2,1.0,0.9999999999999997,0.8864052604279177,
reut2-019.sgm-127.txt,20,binary,false,11,88,4,0,9,1.0,0.9682458365518539,0.9682458365518538,
reut2-019.sgm-14.txt,18,binary,false,11,83,2,1,4,1.0,0.912870929175276,0.9128709291752759,
reut2-019.sgm-231.txt,20,binary,false,11,91,9,6,8,1.0,0.8997354108424371,0.8728715609439693,
reut2-019.sgm-386.txt,17,binary,false,14,100,10,0,8,1.0,0.9759000729485328,0.8728715609439691,
reut2-019.sgm-526.txt,17,binary,false,12,86,6,3,0,1.0,0.9074852129730309,0.8744746321952059,
reut2-019.sgm-538.txt,18,binary,false,13,77,3,4,0,1.0,0.8451542547285158,0.7867957924694431,
reut2-019.sgm-552.txt,22,binary,false,14,61,2,9,1,1.0,0.9309493362512615,0.8944271909999161,
reut2-019.sgm-562.txt,18,binary,false,14,65,0,6,7,1.0,0.8271701918685108,0.7254762501100117,
reut2-019.sgm-574.txt,22,binary,false,13,94,3,5,6,1.0,0.978019293843653,0.834057656228301,
reut2-019.sgm-595.txt,18,binary,false,18,105,14,11,4,1.0,0.9718253158075482,0.9128709291752759,
reut2-019.sgm-682.txt,18,binary,false,12,102,9,5,8,1.0,0.9380831519646861,0.9380831519646861,
reut2-019.sgm-866.txt,18,binary,false,12,96,5,0,10,1.0,0.9459053029269172,0.9176629354822479,
reut2-019.sgm-90.txt,19,binary,false,12,100,3,4,5,1.0,0.8416254115301723,0.7905694150420949,
reut2-020.sgm-29.txt,22,binary,false,14,88,11,3,0,1.0,0.9999999999999987,0.9701425001453312,
reut2-020.sgm-460.txt,24,binary,false,16,93,0,12,1,1.0,0.8271701918685118,0.7947194142390256,
reut2-020.sgm-786.txt,23,binary,false,15,69,8,0,13,1.0,0.8660254037844382,0.8660254037844379,
reut2-021.sgm-272.txt,21,binary,false,13,72,9,6,0,1.0,0.966091783079297,0.9660917830792947,
reut2-000.sgm-229.txt,20,binary,false,18,116,8,1,0,1.0,0.9999999999999994,0.9660917830792943,
reut2-000.sgm-239.txt,19,binary,false,18,116,8,1,0,1.0,0.9999999999999994,0.9660917830792943,
reut2-000.sgm-299.txt,23,binary,false,18,105,0,14,1,1.0,0.9176629354822475,0.7947194142390264,
reut2-000.sgm-338.txt,24,binary,false,19,119,0,13,6,1.0,0.9354143466934862,0.9354143466934861,
reut2-000.sgm-524.txt,22,binary,false,12,112,1,4,5,1.0,0.9045340337332911,0.8528028654224415,
reut2-000.sgm-636.txt,23,binary,false,13,79,1,0,10,1.0,0.8660254037844403,0.8366600265340756,
reut2-000.sgm-670.txt,19,binary,false,19,91,1,17,9,1.0,0.7237468644557457,0.7237468644557455,
reut2-000.sgm-717.txt,20,binary,false,20,114,3,8,7,1.0,0.9459053029269179,0.9176629354822474,
reut2-000.sgm-877.txt,19,binary,false,16,114,6,12,0,1.0,0.9176629354822488,0.8583950752789534,
reut2-000.sgm-890.txt,25,binary,false,27,77,2,0,6,1.0,0.957427107756338,0.9574271077563374,
reut2-000.sgm-902.txt,19,binary,false,25,83,9,18,0,1.0,0.9607689228305237,0.9607689228305225,
reut2-000.sgm-925.txt,16,binary,false,13,84,1,0,3,1.0,0.9999999999999993,0.9718253158075496,
reut2-000.sgm-941.txt,17,binary,false,13,84,1,0,3,1.0,0.9999999999999993,0.9718253158075496,
reut2-001.sgm-226.txt,22,binary,false,21,107,19,7,0,1.0,0.9660917830792958,0.9660917830792946,
reut2-001.sgm-368.txt,22,binary,false,15,64,7,12,10,1.0,0.9999999999999996,0.7745966692414833,
reut2-001.sgm-729.txt,18,binary,false,14,91,1,11,5,1.0,0.9459053029269178,0.9176629354822469,
reut2-001.sgm-776.txt,21,binary,false,21,70,8,2,9,1.0,0.9999999999999993,0.8291561975888496,
reut2-001.sgm-901.txt,19,binary,false,20,100,0,12,1,1.0,0.9682458365518549,0.8291561975888504,
reut2-001.sgm-966.txt,26,binary,false,14,107,2,8,5,1.0,0.9770084209183958,0.8257228238447717,
reut2-002.sgm-109.txt,16,binary,false,12,70,5,3,4,1.0,0.9325048082403129,0.7801894976054929,
reut2-002.sgm-120.txt,18,binary,false,13,115,8,5,4,1.0,0.9325048082403148,0.8846517369293829,
reut2-002.sgm-127.txt,17,binary,false,13,85,5,7,11,1.0,0.8597269536210944,0.7518094115561114,
reut2-002.sgm-325.txt,17,binary,false,12,98,6,5,1,1.0,0.9511897312113432,0.8728715609439688,
reut2-002.sgm-416.txt,19,binary,false,16,123,11,4,12,1.0,0.8944271909999153,0.7999999999999995,
reut2-002.sgm-595.txt,18,binary,false,15,71,12,0,3,1.0,0.9607689228305221,0.9198662110077994,
reut2-002.sgm-757.txt,18,binary,false,15,86,4,2,6,1.0,0.9999999999999996,0.8563488385776744,
reut2-002.sgm-790.txt,19,binary,false,12,101,4,0,10,1.0,0.9325048082403147,0.8340576562282999,
reut2-002.sgm-795.txt,23,binary,false,16,113,6,12,0,1.0,0.9293203772845854,0.8528028654224404,
reut2-002.sgm-804.txt,23,binary,false,15,111,3,6,13,1.0,0.9293203772845859,0.9045340337332907,
reut2-002.sgm-947.txt,17,binary,false,15,71,12,9,1,1.0,0.9309493362512625,0.9309493362512623,
reut2-002.sgm-990.txt,20,binary,false,18,92,16,15,14,1.0,0.9176629354822455,0.8271701918685108,
reut2-003.sgm-12.txt,22,binary,false,18,92,7,8,14,1.0,0.9128709291752751,0.8819171036881968,
reut2-003.sgm-216.txt,17,binary,false,15,87,7,1,2,1.0,0.9013878188659974,0.9013878188659972,
reut2-003.sgm-33.txt,17,binary,false,13,110,9,11,0,1.0,0.9999999999999993,0.9393364366277248,
reut2-003.sgm-407.txt,19,binary,false,12,88,9,10,0,1.0,1.0,0.9660917830792957,
reut2-003.sgm-453.txt,18,binary,false,18,92,1,0,11,1.0,0.968245836551854,0.9013878188659968,
reut2-003.sgm-489.txt,18,binary,false,16,103,5,12,1,1.0,0.7977240352174659,0.7385489458759964,
reut2-003.sgm-559.txt,17,binary,false,17,108,1,0,15,1.0,0.8660254037844388,0.8660254037844386,
reut2-003.sgm-593.txt,20,binary,false,13,99,0,1,11,1.0,0.9428090415820626,0.9428090415820624,
reut2-003.sgm-867.txt,17,binary,false,12,58,0,3,7,1.0,0.9607689228305232,0.9198662110078002,
